schoolid,tracking,bottomhalf,scoreendfirstgrade
670,0,0,1.4042703
670,0,0,1.7624192
670,0,0,1.8290334
670,0,0,2.1362419
670,0,0,.54220527
670,0,0,1.5962757
670,0,1,1.2467475
670,0,1,.035154466
670,0,1,1.4050539
670,0,1,1.8956475
670,0,1,.050828315
670,0,1,2.2075584
670,0,1,-1.0251855
670,0,1,2.6644526
670,0,0,.40740973
670,0,1,-.72111166
670,0,1,1.1785659
670,0,1,-.12863787
675,1,1,-.37942049
675,1,1,.12214456
675,1,1,-.94681591
675,1,1,.18797502
675,1,1,.91054219
675,1,1,1.6033289
675,1,1,.0249664
675,1,1,-.081616208
675,1,1,-.13255642
675,1,1,-.39509434
675,1,1,-.83004528
675,1,1,.20756742
675,1,1,-.18271293
675,1,1,.64408571
675,1,1,-.71954429
675,1,1,.28045109
675,1,1,.32277068
675,1,1,1.5085019
675,1,1,.89878672
675,1,1,.82433581
675,1,1,.35490218
675,1,1,1.0751182
675,1,1,.26712829
675,1,1,-.044782519
675,1,1,-.39979652
675,1,1,1.1911054
675,1,1,.37919667
675,1,1,-.50324428
675,1,1,-.84963775
675,1,0,.8188498
675,1,0,1.0226107
675,1,0,1.2443966
675,1,0,1.7169648
675,1,0,1.0743345
675,1,0,-.30732042
675,1,0,1.6918867
675,1,0,-.72581387
675,1,0,1.0774692
675,1,0,.83373994
675,1,0,.25302175
675,1,0,.59392935
675,1,0,1.687968
675,1,0,-.41311932
675,1,0,-.41703779
675,1,0,1.3235497
675,1,0,.79298794
675,1,0,1.4810725
675,1,0,1.2169672
675,1,0,1.9081866
675,1,0,.85411608
675,1,0,2.7412548
675,1,0,1.0602279
675,1,0,1.4034866
676,0,0,2.596271
676,0,0,-.085534669
676,0,0,2.0186872
676,0,0,.17073373
676,0,0,.75850534
676,0,1,-1.0949343
676,0,1,-.99070287
676,0,1,-.65057909
676,0,1,.0030228447
676,0,0,-.74932474
676,0,1,-1.0181322
676,0,0,2.6346722
676,0,1,-1.319855
676,0,1,-.83161277
676,0,1,-1.0455616
676,0,0,1.9990952
676,0,1,-.74932474
676,0,0,2.2263665
676,0,1,-.64979535
676,0,0,.38703382
676,0,1,-.98521698
676,0,0,2.6425095
676,0,0,.41994894
676,0,1,-1.0620192
676,0,1,.12057723
676,0,1,1.6809149
676,0,1,-.16782269
676,0,0,.46226841
676,0,1,-.5737769
676,0,0,.32668915
676,0,1,-.98756808
676,0,0,1.89408
676,0,0,.28828803
676,0,0,2.3447051
676,0,1,2.5641398
676,0,0,1.770256
676,0,0,1.927779
676,0,1,-1.319855
676,0,0,-1.2211094
676,0,1,-.77126819
676,0,0,.35176733
676,0,0,.015562049
676,0,0,1.637028
676,0,0,-.42565852
676,0,0,2.8274612
676,0,1,-.740704
676,0,0,1.3227661
676,0,0,.35490218
676,0,1,1.3211986
676,0,1,-.33239874
678,1,1,-1.1748713
678,1,1,-1.319855
678,1,1,-1.4295723
678,1,1,-1.0878811
678,1,1,-.7775377
678,1,1,-.85904211
678,1,1,-1.2924256
678,1,1,-.45857364
678,1,1,.46070099
678,1,1,2.2122602
678,1,1,-.41625419
678,1,1,-.43271175
678,1,1,-1.2187582
678,1,1,-.6450932
678,1,1,.30161095
678,1,1,-.20622382
678,1,1,.22872716
678,1,1,1.8298171
678,1,0,-.66155082
678,1,0,-1.1278496
678,1,0,-.52205294
678,1,0,1.7036419
678,1,0,1.4701008
678,1,0,-.20230524
678,1,0,1.9849887
678,1,0,-.60982692
678,1,0,-.39509434
678,1,0,.86665529
678,1,0,.98342586
678,1,0,1.2326411
678,1,0,.84784657
678,1,0,.51085758
678,1,0,1.5719812
678,1,0,1.5124203
678,1,0,.11744248
678,1,0,.62214237
678,1,0,.38468269
678,1,0,.97872382
678,1,0,-.27283788
680,1,1,.44502714
680,1,1,-1.4295723
680,1,1,2.1338904
680,1,1,.35725313
680,1,1,.2561565
680,1,1,-.43114433
680,1,1,.0077251247
680,1,1,-.16390423
680,1,1,.14487183
680,1,1,.86430418
680,1,1,.4293533
680,1,1,-.49148887
680,1,1,-.33239874
680,1,1,.56728369
680,1,1,-.55183345
680,1,1,-.33866835
680,1,1,-.54086167
680,1,1,-.7164095
680,1,1,1.0516073
680,1,1,1.7389082
680,1,1,-.047133554
680,1,1,.83530742
680,1,1,.84000969
680,1,1,.3737109
680,1,0,.030452184
680,1,0,1.1848356
680,1,0,1.9058354
680,1,0,.73969668
680,1,0,1.4638313
680,1,0,-.11766618
680,1,0,1.5422007
680,1,0,1.2130487
680,1,0,.97480524
680,1,0,.87057388
680,1,0,.57276946
680,1,0,.016345762
680,1,0,1.1613246
680,1,0,1.0280964
680,1,0,1.0555258
680,1,0,1.577467
680,1,0,1.6182193
680,1,0,2.5547352
680,1,0,2.1605363
680,1,0,.9771564
680,1,0,1.8807572
680,1,0,2.5437636
685,1,1,-1.4295723
685,1,1,-1.3966571
685,1,1,-1.0565333
685,1,1,-.90057796
685,1,1,-.86844641
685,1,1,-.77361923
685,1,1,-.87549967
685,1,1,.14487183
685,1,1,-.61374539
685,1,1,1.1197889
685,1,1,-1.2101376
685,1,1,-.63412148
685,1,1,-.086318389
685,1,1,-.85120511
685,1,1,1.423079
685,1,1,1.1652431
685,1,1,.4371902
685,1,1,1.1871867
685,1,1,.29612494
685,1,1,1.6832658
685,1,1,.65740842
685,1,1,2.0265245
685,1,1,.53123373
685,1,1,1.9661801
685,1,1,1.3517628
685,1,1,-.42017263
685,1,0,.1127402
685,1,0,2.3243289
685,1,0,-1.319855
685,1,0,.34549785
685,1,0,2.5531678
685,1,0,-1.2649963
685,1,0,-.16939011
685,1,0,-.083183534
685,1,0,-1.4295723
685,1,0,1.9074028
685,1,0,-.88725507
685,1,0,.7726118
685,1,0,-.31045529
685,1,0,1.6150844
685,1,0,.99439764
685,1,0,2.1190007
685,1,0,-.88098556
685,1,0,-.81515515
685,1,0,1.9990952
685,1,0,.23891523
685,1,0,.092364177
685,1,0,1.3729227
685,1,0,.057097916
685,1,0,.44267601
685,1,0,2.0884364
685,1,1,-.21719548
687,1,1,-.33239874
687,1,1,-.66155082
687,1,1,-1.4295723
687,1,1,.29299021
687,1,1,-.18819882
687,1,1,-.81515515
687,1,1,-1.0784768
687,1,1,1.5555234
687,1,1,-.3606118
687,1,1,-1.3747137
687,1,1,-.67879206
687,1,1,-.81280404
687,1,1,.53280115
687,1,1,-.55340087
687,1,1,-.79321164
687,1,1,-.065942258
687,1,1,.12684684
687,1,1,-.22111395
687,1,1,-.70543778
687,1,1,-.28537697
687,1,1,-.19211729
687,1,1,-.90841484
687,1,1,.28045109
687,1,1,.92073029
687,1,1,1.1048987
687,1,0,.65975976
687,1,1,-.21641177
687,1,1,.15349247
687,1,1,.66446185
687,1,1,-.74305511
687,1,1,2.0147691
687,1,1,1.2240205
687,1,0,1.1205726
687,1,0,1.595492
687,1,0,.20678371
687,1,0,.88859862
687,1,0,-.49462363
687,1,0,1.4653987
687,1,0,1.4936116
687,1,0,-.99070287
687,1,0,.59236193
687,1,0,.14957389
687,1,0,-.4123356
687,1,0,1.7969017
687,1,0,1.9473714
687,1,0,2.2733886
687,1,0,1.3509791
687,1,0,.81806612
687,1,0,1.871353
687,1,0,1.199726
687,1,0,.63938367
687,1,0,.98969537
687,1,0,2.4269931
687,1,0,.54220527
687,1,0,2.084518
687,1,0,.66916394
687,1,0,1.8235476
687,1,0,1.9183745
687,1,0,.045342531
687,1,0,1.9105376
691,1,1,-1.0839627
691,1,1,-1.4295723
691,1,1,-1.1294169
691,1,1,-.90292901
691,1,1,-.26656827
691,1,1,-1.291642
691,1,1,-1.2430528
691,1,1,-1.1975985
691,1,1,-.059672758
691,1,1,.89408463
691,1,1,-.67408991
691,1,1,-.20230524
691,1,1,1.5194734
691,1,1,.26007497
691,1,1,-.87941813
691,1,1,1.0962781
691,1,1,1.51869
691,1,1,-.62079865
691,1,1,-.53929436
691,1,1,.20835114
691,1,1,-1.0839627
691,1,1,.7052139
691,1,1,-.37079984
691,1,1,-.73992038
691,1,1,.25537279
691,1,1,-.58318126
691,1,1,.05944895
691,1,1,1.2443966
691,1,0,-1.0533985
691,1,0,1.286716
691,1,0,-.92173767
691,1,0,-.45779005
691,1,0,-.92487246
691,1,0,-1.4295723
691,1,0,-.40528241
691,1,0,-.29948351
691,1,0,-1.1631159
691,1,0,-1.2822376
691,1,0,-.064374827
691,1,0,-.39822918
691,1,0,-.083183534
691,1,0,.26869559
691,1,0,-.22268137
691,1,0,.072771765
691,1,0,-.24619225
691,1,0,.3690086
691,1,0,.57276946
691,1,0,.93875527
691,1,0,-.13177271
691,1,0,.55787933
691,1,0,-.88098556
691,1,0,-.091020562
691,1,0,1.1832682
691,1,0,1.4669659
692,1,1,2.4128861
692,1,1,-.85904211
692,1,1,.34471413
692,1,1,2.4019146
692,1,1,.65819234
692,1,1,1.8219801
692,1,1,-.029892279
692,1,1,-.50167692
692,1,1,.12057723
692,1,1,2.3392189
692,1,1,.79533905
692,1,1,.50302047
692,1,1,.7224552
692,1,1,-.091020562
692,1,1,-.10982916
692,1,0,.17308488
692,1,0,1.5484703
692,1,0,1.9309136
692,1,0,-.22738355
692,1,0,2.2475266
692,1,0,.28828803
692,1,0,.5100739
692,1,0,-.3606118
692,1,0,-.42644224
692,1,0,.68640518
692,1,0,2.1346745
692,1,0,1.3729227
692,1,0,2.3846734
692,1,0,2.2663352
692,1,0,2.3721344
692,1,0,2.9136679
693,0,0,-.40920088
693,0,0,-.34101936
693,0,1,-.78223991
693,0,0,-.25716391
693,0,0,1.4708844
693,0,1,-.17252487
693,0,1,-.58631605
693,0,1,-1.1066898
693,0,0,-.85904211
693,0,1,-.66703671
693,0,1,-1.0784768
693,0,0,-1.402143
693,0,1,-.096506454
693,0,0,.050828315
693,0,1,-.92643988
693,0,0,1.4638313
693,0,1,-.62001497
693,0,1,.29377392
693,0,0,-.20073792
693,0,0,.77888131
693,0,0,-1.0980692
693,0,0,.25380546
693,0,1,.22167395
693,0,0,-.51343232
693,0,0,-1.2101376
693,0,0,1.4685335
693,0,1,-1.0455616
693,0,0,-.15136513
693,0,0,.20913486
693,0,0,1.4293487
693,0,0,.57590431
693,0,0,-1.4295723
693,0,0,1.5766833
693,0,0,.90897477
693,0,1,-1.4295723
693,0,0,1.400352
693,0,0,-.48600298
693,0,0,-.78772581
693,0,0,.9779399
693,0,0,1.4998813
693,0,1,-.67565733
693,0,0,-.028324854
693,0,0,1.3376561
693,0,1,-1.1278496
695,1,1,-.73443449
695,1,1,-.29007927
695,1,1,-.77988881
695,1,1,-1.4295723
695,1,1,-.33788463
695,1,1,-.63020301
695,1,1,-.48443568
695,1,1,-.37628564
695,1,1,-.74305511
695,1,1,-1.0016747
695,1,1,1.0900084
695,1,1,-.95151812
695,1,1,.22089024
695,1,1,-.084750958
695,1,1,.75772166
695,1,1,-1.2156235
695,1,1,1.098629
695,1,1,.49596724
695,1,1,1.1934563
695,1,1,-.22268137
695,1,1,1.2287225
695,1,1,.85568351
695,1,1,.37919667
695,1,1,-1.1466583
695,1,1,.17230116
695,1,1,-.61531276
695,1,1,-.63960737
695,1,1,-.28694439
695,1,1,.75693792
695,1,0,.78750193
695,1,0,.50380439
695,1,0,.24048266
695,1,0,-.064374939
695,1,0,-.064374939
695,1,0,-.00011190413
695,1,0,.72088796
695,1,0,-.87549967
695,1,0,1.366653
695,1,0,-.24619225
695,1,0,-.28224224
695,1,0,-.59258562
695,1,0,-.34493783
695,1,0,.15819463
695,1,0,.91759539
695,1,0,.92308122
695,1,0,-.48600298
695,1,0,1.1675943
695,1,0,1.4912606
695,1,0,1.2193182
695,1,0,-.46719429
695,1,0,.19737937
695,1,0,.099417493
695,1,0,-.37001613
695,1,0,.32277068
695,1,0,-.22268137
695,1,0,1.0077206
695,1,0,1.2569356
695,1,0,.38703382
699,1,1,-.10355966
699,1,1,1.9591266
699,1,1,.62214237
699,1,1,1.369004
699,1,1,.19110987
699,1,1,1.7796605
699,1,1,1.5461193
699,1,1,-.21014227
699,1,1,1.0014509
699,1,1,.99674857
699,1,1,.27888367
699,1,1,.78828585
699,1,1,.34001184
699,1,1,1.240478
699,1,1,-.72424644
699,1,1,.90113783
699,1,1,1.955992
699,1,1,-.2242488
699,1,1,.90348899
699,1,1,.7114836
699,1,1,1.5163386
699,1,1,.010076161
699,1,1,.90505642
699,1,1,.15192504
699,1,1,2.006932
699,1,0,.24440111
699,1,0,-.21797919
699,1,0,1.5578746
699,1,0,-.89352465
699,1,0,1.871353
699,1,0,-.4664107
699,1,0,2.1526997
699,1,0,-.33239874
699,1,0,.12371198
699,1,0,1.081388
699,1,0,2.084518
699,1,0,-.30418569
699,1,0,1.0798205
699,1,0,1.6981561
699,1,0,.2122695
699,1,0,1.8306007
699,1,0,2.0249572
699,1,0,.40740973
699,1,0,1.2624216
699,1,0,.20991857
699,1,0,1.3791919
699,1,0,2.0414147
699,1,0,2.0461168
699,1,0,1.8658668
699,1,0,2.7835743
699,1,0,2.0132015
709,0,0,.95521283
709,0,0,1.1025475
709,0,0,.9042725
709,0,0,.17621952
709,0,0,1.7255855
709,0,0,.25694022
709,0,0,-.26186621
709,0,0,1.9262115
709,0,0,.003806558
709,0,0,.40819344
709,0,0,-.59728777
709,0,1,-1.0753419
709,0,1,-1.3253409
709,0,0,.0061576981
709,0,0,-1.4295723
709,0,1,-1.2101376
709,0,1,-1.2696985
709,0,1,-.12393579
709,0,0,.8164987
709,0,0,.94110638
709,0,1,-.21170959
709,0,0,-.27910748
709,0,0,.45834985
709,0,1,-.025190104
709,0,1,-.56280518
709,0,0,-.44211608
709,0,1,-.63960737
709,0,1,-.65606493
709,0,1,-.60512477
709,0,1,-.46719429
709,0,0,.42308357
709,0,1,1.6425138
709,0,1,.7114836
709,0,0,-.55183345
709,0,0,.77026063
709,0,0,.05944895
709,0,1,.1503576
709,0,1,-.047133554
709,0,1,-.83161277
709,0,1,-1.2375669
710,0,0,1.3211986
710,0,0,2.6973677
710,0,0,1.8141429
710,0,1,-.83004528
710,0,0,.70286298
710,0,1,-.89195728
710,0,0,.33609349
710,0,1,-.45857364
710,0,0,-.083967246
710,0,1,-.91390073
710,0,1,1.2146161
710,0,0,-.97502899
710,0,0,-.0063814018
710,0,0,-.16312052
710,0,1,-1.2979115
710,0,1,-1.319855
710,0,0,.59079444
710,0,0,1.6260562
710,0,0,1.7114788
710,0,1,-1.3637419
710,0,0,1.6644573
710,0,1,-.11296401
710,0,1,-1.2258115
710,0,0,-.15058142
710,0,0,.43170443
710,0,1,-.73600191
710,0,0,.36979234
710,0,0,-.44681826
710,0,0,1.0751182
710,0,0,2.0774646
710,0,1,.95599651
710,0,1,-1.0808278
710,0,0,-.32221067
710,0,1,-1.0330224
710,0,0,-1.3856853
710,0,1,-1.2101376
710,0,0,-.15214884
710,0,0,-.61139429
710,0,0,-.79321164
710,0,1,-.52675527
710,0,1,-1.01343
710,0,1,.55160964
710,0,0,.26085868
710,0,1,-1.0714235
710,0,0,-.37628564
710,0,1,-.37863678
710,0,0,-.47111285
710,0,1,-1.3143691
711,1,1,-.83082902
711,1,1,-.92487246
711,1,1,-.26656827
711,1,1,-.75716162
711,1,1,1.7302876
711,1,1,.019480512
711,1,1,.3619554
711,1,1,-.59258562
711,1,1,-.17017384
711,1,1,-1.3190713
711,1,1,.17700323
711,1,1,-.36688128
711,1,1,.6237098
711,1,1,1.6080312
711,1,1,-.53459215
711,1,1,-1.0102953
711,1,1,.92621607
711,1,0,-.61296171
711,1,0,2.3180592
711,1,0,1.3729227
711,1,0,1.4653986
711,1,0,2.1299722
711,1,0,1.0970618
711,1,0,.11587506
711,1,0,1.7914159
711,1,0,.20208155
711,1,0,1.865867
711,1,0,.22010653
711,1,0,.80474341
711,1,0,.061016377
711,1,0,1.4630474
711,1,0,1.2412617
711,1,0,1.1950237
711,1,0,1.7577169
711,1,0,1.0179086
711,1,1,.0061576981
712,1,1,-.12550321
712,1,1,-1.3801996
712,1,1,-1.0620192
712,1,1,.29925981
712,1,1,-.097290166
712,1,1,-.21014217
712,1,1,-.25559661
712,1,1,-.93584418
712,1,1,-1.4295723
712,1,1,1.3627346
712,1,1,1.9912583
712,1,1,2.5014439
712,1,1,-.8276943
712,1,1,.50929016
712,1,1,-1.0251855
712,1,1,-.77126819
712,1,1,2.3462725
712,1,1,2.3337331
712,1,1,.61508894
712,1,1,1.8541118
712,1,1,-.55810302
712,1,1,-.21954662
712,1,1,1.9497223
712,1,1,2.3556767
712,1,0,.46383584
712,1,0,.051612027
712,1,0,.51477593
712,1,0,.17935437
712,1,0,.054746881
712,1,0,-1.2242441
712,1,0,1.0288802
712,1,0,1.5680627
712,1,0,.17543592
712,1,0,1.8932961
712,1,0,-.85120511
712,1,0,.49048147
712,1,0,2.5249546
712,1,0,1.3987845
712,1,0,1.5860876
712,1,0,2.084518
712,1,0,1.2083466
712,1,0,2.8964267
712,1,0,2.5970545
715,0,1,-.7508921
715,0,0,-.45935738
715,0,0,.32198697
715,0,0,-.19760317
715,0,0,-.35199115
715,0,1,.79298794
715,0,0,-.32142696
715,0,0,.70991617
715,0,1,-.79164428
715,0,1,.14565554
715,0,0,-.77126819
715,0,1,-.69446605
715,0,1,.2561565
715,0,1,-.55183345
715,0,1,-.79634643
715,0,0,-.41311932
715,0,0,-.82455945
715,0,0,.04690985
715,0,0,-.31045529
715,0,1,-1.1693854
715,0,0,-.15763463
715,0,1,.1683826
715,0,0,-.22346509
715,0,0,.02810115
715,0,0,-.18506397
715,0,0,-.7657823
715,0,0,-1.3355289
715,0,0,.65975976
715,0,0,-.96327353
715,0,1,.53985435
715,0,0,2.4481528
715,0,0,.77026087
715,0,1,-.61139429
715,0,0,.039072927
715,0,0,.00067180925
715,0,1,1.132328
715,0,0,-.64901173
715,0,1,-1.2258115
715,0,0,-.99070287
715,0,1,-.17644332
715,0,1,-.87001383
715,0,1,-1.1004202
715,0,1,-.60198998
715,0,1,-1.0157812
715,0,0,.1746522
715,0,1,-.40763354
715,0,0,1.3368727
715,0,1,-.77440298
715,0,1,-.21797919
715,0,1,-1.1443073
715,0,1,-1.2696985
717,1,1,.5100739
717,1,1,.0500446
717,1,1,.055530488
717,1,1,-.67252254
717,1,1,.56258142
717,1,1,1.9293461
717,1,1,-.28302595
717,1,1,-.71797687
717,1,1,.2616424
717,1,1,-.2610825
717,1,1,-.0032466529
717,1,1,.0053739846
717,1,1,-.81515515
717,1,1,-.33631718
717,1,1,-.5471313
717,1,1,1.7271529
717,1,1,-.025190104
717,1,1,1.5719812
717,1,1,1.1260586
717,1,1,.43797371
717,1,1,1.4199442
717,1,1,1.8125756
717,1,1,-.14352821
717,1,1,-.42017263
717,1,1,.95364541
717,1,1,.89878672
717,1,1,-.40136394
717,1,1,.731076
717,1,0,-.97424525
717,1,0,1.4708844
717,1,0,-.59572041
717,1,0,2.1260538
717,1,0,1.8682182
717,1,0,-.70543778
717,1,0,1.9826376
717,1,0,.093931608
717,1,0,1.7796605
717,1,0,-.34728897
717,1,0,2.1033268
717,1,0,.32904029
717,1,0,1.528878
717,1,0,.31336632
717,1,0,1.8995658
717,1,0,1.0766857
717,1,0,1.5610094
717,1,0,-.57926279
717,1,0,-.44211608
717,1,0,-.34964001
717,1,0,-.78772581
717,1,0,1.837654
717,1,0,-.10199223
717,1,0,2.4489362
717,1,0,1.5437682
717,1,0,2.0829506
717,1,0,2.1197841
717,1,0,2.1323235
717,1,0,1.6644573
719,0,0,.1503576
719,0,0,.18797502
719,0,1,-.91233331
719,0,0,2.4512875
719,0,0,-.70857257
719,0,1,-.96405727
719,0,1,-.2626498
719,0,0,.18327284
719,0,0,2.4363971
719,0,0,.043775104
719,0,0,-.52048564
719,0,1,-.55183345
719,0,1,1.3094434
719,0,1,.36352283
719,0,1,-1.2485387
719,0,0,.15505989
719,0,1,-.2250324
719,0,1,-.44211608
719,0,1,-.20073792
719,0,1,-.82847792
719,0,1,.16603157
719,0,0,.021831546
719,0,1,.018696798
719,0,0,-1.1881942
719,0,0,-.091020562
719,0,0,-.29948351
719,0,0,.29455763
720,0,1,.47559133
720,0,1,.76164001
720,0,1,.49361631
720,0,0,-.25402918
720,0,1,1.068065
720,0,1,-.3433705
720,0,1,.3737109
720,0,0,.47245649
720,0,1,-.44211608
720,0,1,-.28851184
720,0,0,2.488905
720,0,0,-.059672758
720,0,1,.56258142
720,0,0,-.39822918
720,0,0,2.4215069
720,0,1,1.276528
720,0,0,1.4058378
720,0,1,-.0071651153
720,0,1,.30709672
720,0,0,.89173353
720,0,1,-.68427795
720,0,1,.76320744
720,0,0,1.1048987
720,0,0,2.3337331
720,0,0,.97637266
720,0,1,1.318064
720,0,0,-.69995189
720,0,1,.017129475
720,0,0,2.6299701
720,0,0,2.2898464
720,0,0,1.1738638
720,0,1,2.035145
720,0,1,.72245538
720,0,0,1.896431
720,0,0,1.8180614
720,0,1,-1.1717366
720,0,0,1.6926701
720,0,1,-.47032914
720,0,1,-.66468561
720,0,0,-.25559661
720,0,0,.89800322
720,0,0,2.6691549
722,0,1,-.43976495
722,0,0,.60803574
722,0,0,-.67252254
722,0,0,1.6033289
722,0,0,-.90292901
722,0,0,-.51186502
722,0,1,-.63020301
722,0,1,-.065942258
722,0,1,-1.4131147
722,0,0,-.091020457
722,0,0,.097066358
722,0,0,2.1440785
722,0,0,.084527254
722,0,0,-.73835295
722,0,0,.15976197
722,0,0,2.0210388
722,0,1,-1.0385083
722,0,0,.43562278
722,0,1,-1.1004202
722,0,0,.98342586
722,0,1,-1.0690724
722,0,0,-.45779005
722,0,1,-.31750861
722,0,0,1.4912606
722,0,0,.046126138
722,0,0,.6315465
722,0,1,-1.2540245
722,0,0,1.5625769
722,0,0,-1.4295723
722,0,0,-.062807508
722,0,0,-.014218431
722,0,1,-.79086059
722,0,1,-1.0345899
722,0,1,-.85904211
722,0,1,-.68819642
722,0,1,.8290379
722,0,1,-.42017263
722,0,1,-.86217684
723,1,1,-.35590962
723,1,1,-1.4295723
723,1,1,-.72738123
723,1,1,-1.2618614
723,1,1,-1.1772224
723,1,1,-1.2704822
723,1,1,-1.4295723
723,1,1,-.61844754
723,1,1,.33139122
723,1,1,-.41468674
723,1,1,-.26656827
723,1,1,-.748541
723,1,1,.44110858
723,1,1,-.88098556
723,1,1,.76007259
723,1,1,-.42800957
723,1,1,.13468376
723,1,1,.56179768
723,1,1,.23969895
723,1,1,-1.3363125
723,1,1,-.065942258
723,1,1,.095498927
723,1,1,-.85904211
723,1,1,-.76029646
723,1,1,.60490108
723,1,0,1.8909452
723,1,0,-1.4295723
723,1,0,.17857066
723,1,0,-1.1035551
723,1,0,.32590541
723,1,0,-.59493667
723,1,0,.077473938
723,1,0,.267912
723,1,0,-.48443568
723,1,0,1.5163388
723,1,0,-.65136278
723,1,0,-.72267908
723,1,0,-.34180307
723,1,0,1.8580301
723,1,0,-.6278519
723,1,0,-.39039227
723,1,0,2.3447051
723,1,0,.93091834
723,1,0,.19189347
723,1,0,-.44211608
723,1,0,.16289681
723,1,0,-.35434228
723,1,0,.66602927
723,1,0,-.21641177
723,1,0,2.0100667
725,1,1,-.9695431
725,1,1,-.55261719
725,1,1,1.9403181
725,1,1,1.4144584
725,1,1,-1.0925833
725,1,1,1.850193
725,1,1,-1.2979115
725,1,1,-1.067505
725,1,1,.45208034
725,1,1,-.79399532
725,1,1,-.094155312
725,1,1,.9403227
725,1,1,.30239454
725,1,1,-.99070287
725,1,1,.31963584
725,1,1,1.0649302
725,1,1,1.9011333
725,1,1,.98342586
725,1,0,.071204439
725,1,0,1.6840495
725,1,0,.3690086
725,1,0,1.5233921
725,1,0,1.5335801
725,1,0,1.6456486
725,1,0,.16289681
725,1,0,1.1448673
725,1,0,2.1636713
725,1,0,.25694022
725,1,0,-.28302595
725,1,0,-.24775957
725,1,0,1.5978432
725,1,0,1.6613225
725,1,0,2.0273082
725,1,0,1.3885964
725,1,0,.92621607
725,1,0,1.4379692
725,1,0,1.3682203
725,1,0,.67151505
725,1,0,1.742043
725,1,0,1.7616354
725,1,0,2.5563025
725,1,1,-.31985962
732,0,0,-.57456064
732,0,1,-1.1325518
732,0,1,-.63098669
732,0,1,-.93584418
732,0,0,-.25089443
732,0,0,.017913189
732,0,0,-.42173997
732,0,1,-1.2446202
732,0,1,-1.1106083
732,0,0,.424651
732,0,0,-.029892279
732,0,0,.63781625
732,0,0,.45286405
732,0,0,-.34023565
732,0,1,-.9060638
